店铺名称,是否连锁,有无团购套餐,总评分,评论数,人均价格,口味评分,环境评分,服务评分,区域,分类,详细地址,纬度,经度,营业时间,推荐菜,评论摘要,shop_id,link,name_list_page,主营品类
茉莉奶白(上海松江万达店),连锁,有团购,4.5,264,18,4.4,4.3,4.2,松江万达广场,茶饮果汁,广富林路658弄松江万达广场1号门外广场,31.03264183,121.228926,08:30-22:30,"茉莉奶白, 一朵茉莉花, 粉茉针王",,l3rLMlFG54GKlXKe,https://www.dianping.com/shop/l3rLMlFG54GKlXKe,茉莉奶白(上海松江万达店),奶茶
KOI Thé(上海虹桥天地店),连锁,有团购,4.4,862,23,4.4,4.4,4.3,虹桥枢纽,茶饮果汁,申长路688号6层L6-06室,31.199,121.321899,10:00-22:00,"黄金珍奶, 饼干奶茶(原创）, 浆果乳酪果茶",,kaePr0BRP7haoZw8,https://www.dianping.com/shop/kaePr0BRP7haoZw8,KOI Thé(上海虹桥天地店),奶茶
茉莉奶白(上海宝山龙湖天街店),连锁,有团购,4.3,365,19,4.3,4.3,4.3,顾村公园,茶饮果汁,顾村镇丹霞山路50弄1号龙湖上海宝山天街B1-2-26号铺位,31.36394066,121.3693468,09:00-22:00,"茉莉奶白/一朵茉莉花, 栀子奶白/一朵栀子花, 茉莉奶白",,l52fIrUV6MoYmOOs,https://www.dianping.com/shop/l52fIrUV6MoYmOOs,茉莉奶白(上海宝山龙湖天街店),奶茶
去茶山(前滩太古里店),连锁,有团购,4.1,876,24,4.2,4.4,4.2,前滩,茶饮果汁,东育路500弄1-9号前滩太古里木区L4层W-L4-02,34.21682555,118.0276531,07:00-23:30,"干酪普洱, 芒果生椰贵州铜仁抹茶, 干酪抹茶鲜奶茶",,k5nwlH4U0giFwjFI,https://www.dianping.com/shop/k5nwlH4U0giFwjFI,去茶山(前滩太古里店),奶茶
茉莉奶白(上海合生汇店),连锁,有团购,4.1,2625,19,4.1,4.3,4.1,五角场/大学路,茶饮果汁,翔殷路合生国际广场B2-31B,31.30567702,121.5245214,10:00-22:00,"茉莉奶白, 一朵茉莉花, 开心果茉莉椰",,G1fCtOccLzWCPNSY,https://www.dianping.com/shop/G1fCtOccLzWCPNSY,茉莉奶白(上海合生汇店),纯茶
茉莉奶白(上海荟聚店),连锁,有团购,4.1,1080,19,4.1,4.3,4.1,北新泾/淞虹路,茶饮果汁,北翟路宜家荟聚购物中心LG1层B1C14,39.79443711,116.3323067,10:00-22:00,"茉莉奶白, 一朵茉莉花, 栀子奶白",,l8o2JtdeTB8ryHbd,https://www.dianping.com/shop/l8o2JtdeTB8ryHbd,茉莉奶白(上海荟聚店),奶茶
茉莉奶白(上海浦东曹路花园城店),连锁,有团购,4.4,608,19,4.3,4.3,4.2,曹路,茶饮果汁,顾唐路99号招商花园城负1层B1037铺,31.26924267,121.6651066,10:00-21:30,"茉莉奶白/一朵茉莉花, 粉茉针王/粉茉抹茶, 白兰金萱/栀子金萱",,G4J2zum5a8hoeomF,https://www.dianping.com/shop/G4J2zum5a8hoeomF,茉莉奶白(上海浦东曹路花园城店),纯茶
茉莉奶白(上海嘉亭荟店),连锁,有团购,4.2,957,18,4.3,4.2,4.1,安亭镇,茶饮果汁,墨玉南路嘉亭荟城市生活广场107室,31.29412669,121.1689001,08:00-22:00,"茉莉奶白, 一朵茉莉花, 一朵栀子花",,k7PYiJDEJdla1na3,https://www.dianping.com/shop/k7PYiJDEJdla1na3,茉莉奶白(上海嘉亭荟店),奶茶
tea'stone(蟠龙天地店),连锁,有团购,4.3,1199,53,4.1,4.4,4.1,国家会展中心,茶饮果汁,蟠鼎路123弄1号PL123室,31.2213423,121.4581522,10:00-22:00,"陈年白茶, 老树红茶, 碎银子",,G9W7UuYjemKmPsn6,https://www.dianping.com/shop/G9W7UuYjemKmPsn6,tea'stone(蟠龙天地店),纯茶
麦记牛奶公司(浦江欢乐颂店),连锁,有团购,4.4,251,21,4.4,4.5,4.4,浦江镇,茶饮果汁,浦锦街道陈行公路2699号131室,31.09992132,121.5114444,10:00-23:00,"麦麦大满贯, 芒果白雪黑糯米, 香芋黑米麻薯牛奶",,l3klUalnbheBj3Fl,https://www.dianping.com/shop/l3klUalnbheBj3Fl,麦记牛奶公司(浦江欢乐颂店),果茶
茉莉奶白(上海嘉定宝龙店),连锁,有团购,4.4,356,19,4.4,4.5,4.3,嘉定新城,茶饮果汁,阿克苏路1099号嘉定宝龙广场M2-F1-138-1,31.35120604,121.2670089,08:00-22:00,"茉莉奶白/一朵茉莉花, 柚花龙井 / 茉莉奶白, 白兰",,i39R1kjSKkb7ev8h,https://www.dianping.com/shop/i39R1kjSKkb7ev8h,茉莉奶白(上海嘉定宝龙店),奶茶
阿狗手打·手作(松江佘山宝乐汇店),连锁,有团购,3.9,56,9,3.9,3.9,3.9,佘山,茶饮果汁,佘月路27号17幢二层F208室,,,10:00-22:00,"月光黑糖珍珠, 海盐布蕾黑糖珍珠奶茶, 粉红芭乐柠檬水",,lawNNQyHA4l9duYm,https://www.dianping.com/shop/lawNNQyHA4l9duYm,阿狗手打·手作(松江佘山宝乐汇店),奶茶
奈雪的茶(松江万达店),连锁,有团购,4.1,2883,23,3.9,4.2,4.2,松江万达广场,茶饮果汁,广富林路658弄万达广场1楼1009号（近万达3号门）,39.91207909,116.231898,10:00-22:00,"霸气芝士草莓, 霸气榴莲王, 草莓魔法棒",,k2AvNp0fcCBpEonG,https://www.dianping.com/shop/k2AvNp0fcCBpEonG,奈雪的茶(松江万达店),其他
茉莉奶白(上海金山万安街店),连锁,有团购,4.4,88,19,4.4,4.5,4.3,朱泾镇,茶饮果汁,万安街604号-3,,,10:00-22:00,"茉莉奶白, 栀子奶白, 一朵茉莉花",,l8te2g6vpKrsMrIz,https://www.dianping.com/shop/l8te2g6vpKrsMrIz,茉莉奶白(上海金山万安街店),奶茶
LELECHA乐乐茶(飞航吾悦生活广场店),连锁,有团购,4.2,190,21,4.1,4.2,4.1,飞航广场,茶饮果汁,"飞航吾悦生活广场1F,1011铺",31.01549823,121.2128242,09:00-22:00,"黑糖波霸脏脏茶（牛乳）, 草莓桃子酪酪, 大口草莓桃",,l6mFhffBnC0Aydfx,https://www.dianping.com/shop/l6mFhffBnC0Aydfx,LELECHA乐乐茶(飞航吾悦生活广场店),奶茶
茉莉奶白(上海新天地店),连锁,有团购,4.2,1859,20,4.2,4.3,4.1,新天地/马当路,茶饮果汁,兴业路123弄新天地时尚购物中心一期3楼,31.22423653,121.4817022,10:00-22:00,"茉莉奶白, 一朵茉莉花, 粉茉针王/粉茉抹茶",,G1kPaROXhgzaw4ED,https://www.dianping.com/shop/G1kPaROXhgzaw4ED,茉莉奶白(上海新天地店),纯茶
Uniboba优尼波巴(上海闵行颛桥万达店),连锁,有团购,3.9,31,15,3.9,3.9,3.9,颛桥/北桥,茶饮果汁,都市路2700号颛桥万达广场1F,31.0737188,121.4051956,10:00-21:30,"Boba奶茶黑糖丸, 莉莉蜜桃冰奶, 抹茶牛乳咸法酪",,EF20484dsOamU2Jm,https://www.dianping.com/shop/EF20484dsOamU2Jm,Uniboba优尼波巴(上海闵行颛桥万达店),奶茶
茉莉奶白(上海七宝宝龙店),连锁,有团购,4.2,461,18,4.3,4.2,4,七宝,茶饮果汁,漕宝路3299号七宝宝龙城WGD-010/011-57B号,31.16309456,121.3624535,17.5,"茉莉奶白/一朵茉莉花, 针王抹茶/白兰抹茶, 粉茉针王/粉茉抹茶",,k1uWwaUi47rksKye,https://www.dianping.com/shop/k1uWwaUi47rksKye,茉莉奶白(上海七宝宝龙店),纯茶
日尝(松江大学城店),连锁,有团购,3.6,94,21,3.7,3.8,3.7,松江大学城,茶饮果汁,文汇路718号樱花广场1楼沿街商铺,39.92149348,116.540297,10:00-23:00,"开心果茉莉冰, 草莓大福, 比利时饼干奶茶",,k2ykPpbijKVE2VOO,https://www.dianping.com/shop/k2ykPpbijKVE2VOO,日尝(松江大学城店),奶茶
LELECHA乐乐茶(中集美兰湖金地广场店),连锁,有团购,4.2,391,18,4.2,4.3,4.1,美兰湖,茶饮果汁,美兰湖金地广场A馆B1层B1-25,31.40743963,121.3691142,10:00-22:00,"黑糖波霸脏脏茶, 大口草莓桃, 杨枝甘露冰冰茶",,FdC4RTcx3TtRL8mp,https://www.dianping.com/shop/FdC4RTcx3TtRL8mp,LELECHA乐乐茶(中集美兰湖金地广场店),奶茶
LELECHA乐乐茶(宝山日月光店),连锁,有团购,4.2,2048,20,4.1,4.1,4.1,彭浦镇,茶饮果汁,沪太路1933号宝山日月光H-109（近商场南区2号门）,40.27206107,116.250948,09:00-21:30,"黑糖波霸脏脏茶（牛乳）, 葡萄酪酪, 炉煮茉莉牛乳茶",,G4arVbOrOZt1Uawp,https://www.dianping.com/shop/G4arVbOrOZt1Uawp,LELECHA乐乐茶(宝山日月光店),奶茶
茉莉奶白(上海宝山日月光店),连锁,有团购,4.2,414,19,4.3,4.4,4.1,彭浦镇,茶饮果汁,沪太路1933号宝山日月光茉莉奶白bf-065/066,40.27206107,116.250948,10:00-21:30,"茉莉奶白/一朵茉莉花, 栀子奶白/一朵栀子花, 粉茉针王",,k4ExgFGzBNq3vNtT,https://www.dianping.com/shop/k4ExgFGzBNq3vNtT,茉莉奶白(上海宝山日月光店),奶茶
茉莉奶白(上海嘉定疁城新天地店),连锁,有团购,4.2,307,18,4.2,4.2,4.1,嘉定镇,茶饮果汁,嘉定镇街道塔城路283号-13,31.3894621,121.2628485,10:00-22:00,,,laTzakdKIxFk1MJf,https://www.dianping.com/shop/laTzakdKIxFk1MJf,茉莉奶白(上海嘉定疁城新天地店),其他
喜茶(上海佛罗伦萨小镇店),连锁,有团购,3.9,1218,20,4.1,3.9,3.7,浦东新区,茶饮果汁,祝桥镇卓耀路58弄佛罗伦萨小镇二期第一层N01单元商店,31.20012472,121.7716717,10:00-21:00,,,EQ6bjps7Sm9fWb0s,https://www.dianping.com/shop/EQ6bjps7Sm9fWb0s,喜茶(上海佛罗伦萨小镇店),其他
